,tweet_id,favorites,retweet_count
359,828046555563323392,11034,2650
360,828011680017821696,9753,1982
361,827933404142436356,18803,4820
362,827653905312006145,14551,2789
363,827600520311402496,7050,864
364,827324948884643840,14924,2802
365,827199976799354881,9980,2057
366,826958653328592898,20276,4593
367,826848821049180160,33986,9311
368,826615380357632002,0,3673
369,826598799820865537,4851,229
370,826598365270007810,9427,2174
371,826476773533745153,17338,3888
372,826240494070030336,12508,2411
373,826204788643753985,4590,855
374,826115272272650244,14704,2863
375,825876512159186944,9912,1735
376,825829644528148480,11993,2326
377,825535076884762624,53860,16320
378,825147591692263424,17219,4172
379,825120256414846976,0,1166
380,825026590719483904,5896,1166
381,824796380199809024,0,5081
382,824775126675836928,14030,3264
383,824663926340194305,9926,1639
384,824325613288833024,11147,9860
385,824297048279236611,14191,3560
386,824025158776213504,4572,556
387,823939628516474880,10039,2525
388,823719002937630720,0,10324
389,823699002998870016,13178,2331
390,823581115634085888,12235,2435
391,823333489516937216,662,22
392,823322678127919110,14787,3711
393,823269594223824897,0,9194
394,822975315408461824,16336,3194
395,822872901745569793,123771,39814
396,822859134160621569,12424,2107
397,822647212903690241,0,5941
398,822610361945911296,13934,2724
399,822489057087389700,17067,5941
400,822462944365645825,26230,13098
401,822244816520155136,33036,9194
402,822163064745328640,0,4363
403,821886076407029760,10658,2133
404,821813639212650496,0,3117
405,821765923262631936,7888,1555
406,821522889702862852,7554,1627
407,821421320206483457,0,5116
408,821407182352777218,11078,3981
409,821153421864615936,236,9
410,821149554670182400,8091,1821
411,821107785811234820,9043,1967
412,821044531881721856,11920,2117
413,820837357901512704,0,6222
414,820749716845686786,29757,9168
415,820690176645140481,11560,2994
416,820494788566847489,0,521
417,820446719150292993,0,2383
418,820314633777061888,3151,521
419,820078625395449857,18594,5769
420,820013781606658049,0,1080
421,819952236453363712,5012,1080
422,819924195358416896,12206,4531
423,819711362133872643,12591,2865
424,819588359383371776,9140,1865
425,819347104292290561,6818,1115
426,819238181065359361,2133,379
427,819227688460238848,21748,6222
428,819015337530290176,0,34454
429,819015331746349057,0,17744
430,819006400881917954,42919,17744
431,819004803107983360,82485,34455
432,818646164899774465,0,19383
433,818627210458333184,21169,7043
434,818614493328580609,9280,2347
435,818588835076603904,0,5672
436,818536468981415936,10247,2265
437,818307523543449600,0,7434
438,818259473185828864,10392,2074
439,818145370475810820,11590,2362
440,817908911860748288,4596,739
441,817827839487737858,48490,25041
442,817777686764523521,10201,2517
443,817536400337801217,11086,2723
444,817502432452313088,0,3134
445,817423860136083457,31759,13544
446,817415592588222464,5285,885
447,817181837579653120,0,7838
448,817171292965273600,8288,1861
449,817120970343411712,11515,2407
450,817056546584727552,8116,1510
451,816829038950027264,0,4375
452,816816676327063552,9454,1885
453,816697700272001025,9218,2049
454,816450570814898180,28605,7434
455,816336735214911488,8153,1796
456,816091915477250048,8465,1980
457,816062466425819140,0,944
458,816014286006976512,0,4865
459,815990720817401858,4679,944
460,815966073409433600,21078,7838
461,815745968457060357,0,3846
462,815736392542261248,9281,2111
463,815639385530101762,7804,1549
464,815390420867969024,9807,3558
465,814986499976527872,7247,1183
466,814638523311648768,10670,2518
467,814578408554463233,0,5441
468,814530161257443328,8201,1736
469,814153002265309185,27187,8084
470,813944609378369540,0,2947
471,813910438903693312,8838,1727
472,813812741911748608,34547,13001
473,813800681631023104,7871,1643
474,813217897535406080,17637,6832
475,813202720496779264,8753,1701
476,813187593374461952,18777,4035
477,813172488309972993,8787,1805
478,813157409116065792,7365,2061
479,813142292504645637,8070,2238
480,813130366689148928,4255,418
481,813127251579564032,11183,2914
482,813112105746448384,9777,2555
483,813096984823349248,10015,3373
484,813081950185472002,9408,2587
485,813066809284972545,7531,1822
486,813051746834595840,19894,6823
487,812781120811126785,7135,1784
488,812709060537683968,6279,1349
489,812503143955202048,5732,1148
490,812466873996607488,7559,1796
491,812372279581671427,12904,3415
492,811985624773361665,6897,1308
493,811744202451197953,7143,1470
494,811647686436880384,5306,681
495,811627233043480576,12048,2841
496,811386762094317568,19814,5963
497,810984652412424192,5045,1328
498,810896069567610880,8516,1639
499,810657578271330305,10411,2461
500,810284430598270976,33234,10474
501,810254108431155201,13941,3153
502,809920764300447744,14752,3673
503,809808892968534016,0,4557
504,809448704142938112,6594,1363
505,809220051211603969,18830,5229
506,809084759137812480,12533,3288
507,808838249661788160,9619,2858
508,808733504066486276,7475,2029
509,808501579447930884,10733,2452
510,808344865868283904,40087,19383
511,808134635716833280,0,5495
512,808106460588765185,8366,2064
513,808001312164028416,11824,3297
514,807621403335917568,13811,3375
515,807106840509214720,111341,51492
516,807059379405148160,0,6870
517,807010152071229440,12441,3622
518,806629075125202948,70410,32263
519,806620845233815552,0,5126
520,806576416489959424,4653,1819
521,806542213899489280,9714,2213
522,806242860592926720,0,10844
523,806219024703037440,6122,1132
524,805958939288408065,0,4997
525,805932879469572096,7864,1796
526,805826884734976000,6226,1710
527,805823200554876929,0,7446
528,805520635690676224,5473,1548
529,805487436403003392,8328,2370
530,805207613751304193,7469,1624
531,804738756058218496,12948,3592
532,804475857670639616,5828,1886
533,804413760345620481,0,3000
534,804026241225523202,41951,14992
535,803773340896923648,9534,2581
536,803692223237865472,0,6909
537,803638050916102144,10356,3876
538,803380650405482500,7373,1766
539,803321560782307329,0,4939
540,803276597545603072,9525,2292
541,802952499103731712,8563,1868
542,802624713319034886,0,2717
543,802600418706604034,6750,1378
544,802572683846291456,8497,2349
545,802323869084381190,15309,5459
546,802265048156610565,6610,1289
547,802239329049477120,8632,2451
548,802185808107208704,0,250
549,801958328846974976,7351,1593
550,801854953262350336,1722,218
551,801538201127157760,7797,1950
552,801285448605831168,5728,770
553,801167903437357056,23122,5495
554,801127390143516673,0,3691
555,801115127852503040,7666,1982
556,800859414831898624,643,90
557,800855607700029440,0,1512
558,800751577355128832,10073,2621
559,800513324630806528,12470,2817
560,800459316964663297,9028,2056
561,800443802682937345,0,4012
562,800388270626521089,10585,2630
563,800188575492947969,0,3681
564,800141422401830912,14484,2383
565,800018252395122689,26830,12265
566,799774291445383169,0,4358
567,799757965289017345,7955,2000
568,799422933579902976,7676,1796
569,799308762079035393,0,5064
570,799297110730567681,9369,2553
571,799063482566066176,7681,2337
572,798933969379225600,12395,4146
573,798925684722855936,7149,1356
574,798705661114773508,0,6194
575,798701998996647937,0,7216
576,798697898615730177,0,6076
577,798694562394996736,0,4631
578,798686750113755136,0,2174
579,798682547630837760,0,4421
580,798673117451325440,0,5208
581,798665375516884993,0,3667
582,798644042770751489,0,1739
583,798628517273620480,0,1858
584,798585098161549313,0,5254
585,798576900688019456,0,5459
586,798340744599797760,0,3133
587,798209839306514432,9904,2418
588,797971864723324932,10931,2881
589,797545162159308800,13846,4606
590,797236660651966464,18878,6140
591,797165961484890113,212,24
592,796904159865868288,0,8335
593,796865951799083009,7292,1825
594,796759840936919040,11183,2824
595,796563435802726400,0,6713
596,796484825502875648,7169,1648
597,796387464403357696,10440,3881
598,796177847564038144,0,13329
599,796149749086875649,30441,13329
600,796125600683540480,4726,1680
601,796116448414461957,8616,2245
602,796080075804475393,8003,2158
603,796031486298386433,10245,3494
604,795464331001561088,46664,21901
605,795400264262053889,9483,2677
606,795076730285391872,15317,5081
607,794983741416415232,0,3150
608,794926597468000259,9658,2153
609,794355576146903043,0,9634
610,794332329137291264,9109,2533
611,794205286408003585,8758,3104
612,793962221541933056,15863,4557
613,793845145112371200,8749,1740
614,793614319594401792,0,2919
615,793601777308463104,7563,1513
616,793500921481273345,10094,2227
617,793286476301799424,23300,8577
618,793271401113350145,8235,2240
619,793256262322548741,18895,7776
620,793241302385262592,9966,3065
621,793226087023144960,9270,2708
622,793210959003287553,8462,2600
623,793195938047070209,14418,5258
624,793180763617361921,6548,1859
625,793165685325201412,8879,2621
626,793150605191548928,5833,1592
627,793135492858580992,6065,2349
628,793120401413079041,11995,3672
629,792913359805018113,13556,3703
630,792883833364439040,10689,3993
631,792773781206999040,6987,1569
632,792394556390137856,12693,4009
633,792050063153438720,6759,1667
634,791821351946420224,0,19644
635,791784077045166082,0,8858
636,791780927877898241,0,3547
637,791774931465953280,42660,20698
638,791672322847637504,11120,2919
639,791406955684368384,12468,3846
640,791312159183634433,8305,2359
641,791026214425268224,0,3795
642,790987426131050500,9286,1981
643,790946055508652032,15834,4375
644,790723298204217344,0,2140
645,790698755171364864,7786,1798
646,790581949425475584,19511,6625
647,790337589677002753,7410,1763
648,790277117346975746,11873,2947
649,790227638568808452,0,3297
650,789986466051088384,8788,2140
651,789960241177853952,0,3811
652,789903600034189313,9763,3872
653,789628658055020548,7066,1639
654,789599242079838210,6369,1788
655,789530877013393408,11063,3150
656,789314372632018944,8182,2132
657,789280767834746880,0,4577
658,789268448748703744,8634,2438
659,789137962068021249,9208,2601
660,788908386943430656,26019,11680
661,788765914992902144,25851,9634
662,788552643979468800,0,6634
663,788412144018661376,14686,4910
664,788178268662984705,6880,1968
665,788150585577050112,5782,1196
666,788070120937619456,0,3203
667,788039637453406209,5779,1221
668,787810552592695296,8136,2833
669,787717603741622272,9694,2580
670,787397959788929025,10311,2659
671,787322443945877504,7375,1621
672,787111942498508800,0,6283
673,786963064373534720,25227,7409
674,786729988674449408,0,2270
675,786709082849828864,17331,5714
676,786664955043049472,10030,2359
677,786595970293370880,8960,2905
678,786363235746385920,10254,3207
679,786286427768250368,7550,2637
680,786233965241827333,14373,4363
681,786051337297522688,1352,145
682,786036967502913536,0,6481
683,785927819176054784,10780,2975
684,785872687017132033,6325,1667
685,785639753186217984,7439,2100
686,785533386513321988,8564,1833
687,785515384317313025,5775,1158
688,785264754247995392,6892,1513
689,785170936622350336,11332,4483
690,784826020293709826,9558,3000
691,784517518371221505,8473,2359
692,784431430411685888,5436,1181
693,784183165795655680,18904,7446
694,784057939640352768,28031,10324
695,783839966405230592,28326,10011
696,783821107061198850,6958,1822
697,783695101801398276,9840,2983
698,783466772167098368,7951,2073
699,783391753726550016,15959,5074
700,783347506784731136,0,5131
701,783334639985389568,27411,10844
702,783085703974514689,7718,2018
703,782969140009107456,22773,6870
704,782747134529531904,7054,1316
705,782722598790725632,16256,4997
706,782598640137187329,7370,1763
707,782305867769217024,15679,5116
708,782021823840026624,0,5714
709,781955203444699136,10544,3128
710,781661882474196992,9846,2512
711,781655249211752448,3770,1048
712,781524693396357120,19541,5126
713,781308096455073793,6729,2378
714,781251288990355457,7903,1922
715,781163403222056960,9250,2574
716,780931614150983680,20449,6713
717,780858289093574656,6784,1858
718,780800785462489090,5179,1199
719,780601303617732608,11404,3117
720,780543529827336192,5937,1623
721,780496263422808064,0,3411
722,780476555013349377,0,103
723,780459368902959104,4983,1000
724,780192070812196864,8189,2077
725,780092040432480260,0,2122
726,780074436359819264,11397,4557
727,779834332596887552,17713,6481
728,779377524342161408,8237,2874
729,779124354206535695,0,16954
730,779056095788752897,13855,4197
731,778990705243029504,18704,6636
732,778774459159379968,0,9122
733,778764940568104960,819,337
734,778748913645780993,6446,1203
735,778650543019483137,5410,1385
736,778624900596654080,4331,940
737,778408200802557953,12841,3996
738,778396591732486144,0,11298
739,778383385161035776,5494,1018
740,778286810187399168,9722,3055
741,778039087836069888,7967,2454
742,778027034220126208,6184,1491
743,777953400541634568,0,3257
744,777885040357281792,5984,1511
745,777684233540206592,10595,2717
746,777641927919427584,0,3907
747,777621514455814149,8204,2332
748,777189768882946048,13284,3974
749,776819012571455488,0,12550
750,776813020089548800,4595,1111
751,776477788987613185,8225,2551
752,776249906839351296,0,8422
753,776218204058357768,28028,14657
754,776201521193218049,9008,2330
755,776113305656188928,11082,4012
756,776088319444877312,1711,141
757,775898661951791106,0,15472
758,775842724423557120,11007,2454
759,775733305207554048,13036,3691
760,775729183532220416,12244,4263
761,775364825476165632,6928,2708
762,775350846108426240,9553,3616
763,775085132600442880,14595,4358
764,774757898236878852,8115,1650
765,774639387460112384,6351,1610
766,774314403806253056,20485,5064
767,773985732834758656,10137,3575
768,773922284943896577,6048,1619
769,773704687002451968,6224,1494
770,773670353721753600,5044,1220
771,773547596996571136,20780,5672
772,773336787167145985,0,4660
773,773308824254029826,21925,6931
774,773247561583001600,8858,2996
775,773191612633579521,9364,3794
776,772877495989305348,8033,3569
777,772826264096874500,7557,2202
778,772615324260794368,0,3109
779,772581559778025472,6090,1580
780,772193107915964416,5666,1285
781,772152991789019136,3582,1049
782,772117678702071809,3541,686
783,772114945936949249,2577,440
784,772102971039580160,3765,862
785,771908950375665664,6165,1749
786,771770456517009408,11255,3133
787,771500966810099713,7758,2416
788,771380798096281600,9889,4660
789,771171053431250945,0,6871
790,771136648247640064,8584,2703
791,771102124360998913,5849,1326
792,771014301343748096,6469,1534
793,770787852854652928,4608,1100
794,770772759874076672,4876,1322
795,770655142660169732,6908,1665
796,770414278348247044,5930,1921
797,770293558247038976,5837,1352
798,770093767776997377,0,2806
799,770069151037685760,7126,2119
800,769940425801170949,29232,8809
801,769695466921623552,6029,1560
802,769335591808995329,0,7108
803,769212283578875904,5072,1593
804,768970937022709760,13368,5979
805,768909767477751808,0,2430
806,768855141948723200,3919,822
807,768609597686943744,3848,1095
808,768596291618299904,4725,1185
809,768554158521745409,0,5370
810,768473857036525572,12749,3152
811,768193404517830656,10162,3257
812,767884188863397888,4457,1264
813,767754930266464257,14949,4939
814,767500508068192258,7033,2143
815,767191397493538821,11505,3458
816,767122157629476866,9527,2631
817,766714921925144576,2459,345
818,766693177336135680,3784,727
819,766423258543644672,5621,1450
820,766313316352462849,6327,1728
821,766078092750233600,0,2411
822,766069199026450432,3931,770
823,766008592277377025,3527,457
824,765719909049503744,6788,1988
825,765669560888528897,4845,1129
826,765395769549590528,25069,3100
827,765371061932261376,6665,1998
828,765222098633691136,10897,3109
829,764857477905154048,6063,1643
830,764259802650378240,5624,1385
831,763956972077010945,731,49
832,763837565564780549,11725,3795
833,763183847194451968,5050,1353
834,763167063695355904,0,2744
835,763103485927849985,6910,2110
836,762699858130116608,11337,3297
837,762471784394268675,10492,5891
838,762464539388485633,9620,3811
839,762316489655476224,4494,1027
840,762035686371364864,29744,14255
841,761976711479193600,5032,1818
842,761750502866649088,0,3579
843,761745352076779520,4009,792
844,761672994376806400,46183,26652
845,761599872357261312,3876,1097
846,761371037149827077,0,16600
847,761334018830917632,4816,1334
848,761292947749015552,4177,998
849,761227390836215808,4989,1440
850,761004547850530816,10624,3203
851,760893934457552897,3566,886
852,760656994973933572,6166,1746
853,760641137271070720,4663,1186
854,760539183865880579,7061,3329
855,760521673607086080,3917,1278
856,760290219849637889,25019,10541
857,760252756032651264,3700,796
858,760190180481531904,5340,1648
859,760153949710192640,0,28
860,759943073749200896,5521,1926
861,759846353224826880,6276,1795
862,759793422261743616,5566,1757
863,759557299618865152,4389,1101
864,759447681597108224,7927,2270
865,759446261539934208,1562,453
866,759197388317847553,5687,1798
867,759159934323924993,0,1065
868,759099523532779520,13588,3810
869,759047813560868866,6060,1845
870,758854675097526272,3315,839
871,758828659922702336,10455,3542
872,758740312047005698,5368,1496
873,758474966123810816,3550,912
874,758467244762497024,4467,2025
875,758405701903519748,4861,1758
876,758355060040593408,3147,957
877,758099635764359168,17672,9122
878,758041019896193024,2523,338
879,757741869644341248,6398,3017
880,757729163776290825,0,7188
881,757725642876129280,4248,1108
882,757611664640446465,4285,1005
883,757597904299253760,0,277
884,757596066325864448,4062,954
885,757400162377592832,14114,6301
886,757393109802180609,5436,1574
887,757354760399941633,4202,1298
888,756998049151549440,5861,1830
889,756939218950160384,6196,1831
890,756651752796094464,4694,1190
891,756526248105566208,9683,3289
892,756303284449767430,3684,1002
893,756288534030475264,41121,16265
894,756275833623502848,5965,1402
895,755955933503782912,6814,2620
896,755206590534418437,15280,4894
897,755110668769038337,19692,10159
898,754874841593970688,0,7220
899,754856583969079297,6433,2308
900,754747087846248448,2411,476
901,754482103782404096,4926,1787
902,754449512966619136,3501,671
903,754120377874386944,7374,2158
904,753655901052166144,5441,1989
905,753420520834629632,7328,3232
906,753398408988139520,5347,1727
907,753375668877008896,7119,2122
908,753298634498793472,0,5195
909,753294487569522689,3125,956
910,753039830821511168,34534,19134
911,753026973505581056,3645,874
912,752932432744185856,11730,6283
913,752917284578922496,6498,1438
914,752701944171524096,0,2610
915,752682090207055872,5592,1456
916,752660715232722944,4070,1419
917,752568224206688256,5106,2078
918,752519690950500352,6841,3149
919,752334515931054080,3589,1006
920,752309394570878976,0,14869
921,752173152931807232,5535,1668
922,751950017322246144,2847,830
923,751937170840121344,4823,1195
924,751830394383790080,5430,1784
925,751793661361422336,5386,2610
926,751598357617971201,7395,2826
927,751583847268179968,4099,1001
928,751538714308972544,4705,1144
929,751456908746354688,3000,921
930,751251247299190784,11717,5376
931,751205363882532864,5893,1663
932,751132876104687617,4720,1181
933,750868782890057730,4449,1242
934,750719632563142656,12235,4577
935,750506206503038976,4129,1048
936,750429297815552001,12284,3907
937,750383411068534784,4256,1038
938,750381685133418496,668,26
939,750147208377409536,2904,873
940,750132105863102464,3361,1177
941,750117059602808832,4044,1204
942,750101899009982464,2839,774
943,750086836815486976,2024,490
944,750071704093859840,7236,3023
945,750056684286914561,2950,817
946,750041628174217216,2957,565
